Series_Title,Gross,Role,Actor
The Lord of the Rings: The Fellowship of the Ring,315544750.0,Star4,Sean Bean
Forrest Gump,330252182.0,Star4,Sally Field
"Il buono, il brutto, il cattivo",6100000.0,Star4,Aldo Giuffrè
The Lord of the Rings: The Two Towers,342551365.0,Star4,Orlando Bloom
The Matrix,171479930.0,Star4,Carrie-Anne Moss
Goodfellas,46836394.0,Star4,Lorraine Bracco
Star Wars: Episode V - The Empire Strikes Back,290475067.0,Star4,Billy Dee Williams
One Flew Over the Cuckoo's Nest,112000000.0,Star4,Peter Brocco
Hamilton,,Star4,Renée Elise Goldsberry
Gisaengchung,53367844.0,Star4,Choi Woo-sik
Soorarai Pottru,,Star4,Aparna Balamurali
Interstellar,188020017.0,Star4,Mackenzie Foy
Cidade de Deus,7563397.0,Star4,Matheus Nachtergaele
Sen to Chihiro no kamikakushi,10055859.0,Star4,Rumi Hiiragi
Saving Private Ryan,216540909.0,Star4,Edward Burns
The Green Mile,136801374.0,Star4,Bonnie Hunt
La vita è bella,57598247.0,Star4,Giustino Durano
Se7en,100125643.0,Star4,Andrew Kevin Walker
The Silence of the Lambs,130742922.0,Star4,Kasi Lemmons
Star Wars,322740140.0,Star4,Alec Guinness
Seppuku,,Star4,Tetsurô Tanba
Shichinin no samurai,269061.0,Star4,Yukiko Shimazaki
It's a Wonderful Life,,Star4,Thomas Mitchell
Joker,335451311.0,Star4,Frances Conroy
Whiplash,13092000.0,Star4,Paul Reiser
The Intouchables,13182281.0,Star4,Anne Le Ny
The Prestige,53089891.0,Star4,Michael Caine
The Departed,132384315.0,Star4,Mark Wahlberg
The Pianist,32572577.0,Star4,Emilia Fox
Gladiator,187705427.0,Star4,Oliver Reed
American History X,6719864.0,Star4,Jennifer Lien
The Usual Suspects,23341568.0,Star4,Stephen Baldwin
Léon,19501238.0,Star4,Danny Aiello
The Lion King,422783777.0,Star4,James Earl Jones
Terminator 2: Judgment Day,204843350.0,Star4,Robert Patrick
Nuovo Cinema Paradiso,11990401.0,Star4,Isa Danieli
Hotaru no haka,,Star4,Yoshiko Shinohara
Back to the Future,210609762.0,Star4,Crispin Glover
Once Upon a Time in the West,5321508.0,Star4,Jason Robards
Psycho,32000000.0,Star4,John Gavin
Casablanca,1024560.0,Star4,Claude Rains
Modern Times,163245.0,Star4,Tiny Sandford
City Lights,19181.0,Star4,Harry Myers
Capharnaüm,1661096.0,Star4,Kawsar Al Haddad
Ayla: The Daughter of War,,Star4,Kyung-jin Lee
Vikram Vedha,,Star4,Shraddha Srinath
Kimi no na wa.,5017246.0,Star4,Aoi Yûki
Dangal,12391761.0,Star4,Sanya Malhotra
Spider-Man: Into the Spider-Verse,190241310.0,Star4,Jake Johnson
Avengers: Endgame,858373000.0,Star4,Mark Ruffalo
Avengers: Infinity War,678815482.0,Star4,Mark Ruffalo
Coco,209726015.0,Star4,Benjamin Bratt
Django Unchained,162805434.0,Star4,Kerry Washington
The Dark Knight Rises,448139099.0,Star4,Gary Oldman
3 Idiots,6532908.0,Star4,Sharman Joshi
Taare Zameen Par,1223869.0,Star4,Tisca Chopra
WALL·E,223808164.0,Star4,Fred Willard
The Lives of Others,11286112.0,Star4,Ulrich Tukur
Oldeuboi,707481.0,Star4,Kim Byeong-Ok
Memento,25544867.0,Star4,Mark Boone Junior
Mononoke-hime,2375308.0,Star4,Billy Crudup
Once Upon a Time in America,5321508.0,Star4,Treat Williams
Raiders of the Lost Ark,248159971.0,Star4,John Rhys-Davies
The Shining,44017374.0,Star4,Scatman Crothers
Apocalypse Now,83471511.0,Star4,Frederic Forrest
Alien,78900000.0,Star4,Veronica Cartwright
Anand,,Star4,Ramesh Deo
Tengoku to jigoku,,Star4,Kyôko Kagawa
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,275902.0,Star4,Keenan Wynn
Witness for the Prosecution,8175000.0,Star4,Elsa Lanchester
Paths of Glory,,Star4,George Macready
Rear Window,36764313.0,Star4,Thelma Ritter
Sunset Blvd.,,Star4,Nancy Olson
The Great Dictator,288475.0,Star4,Reginald Gardiner
1917,159227644.0,Star4,Colin Firth
Tumbbad,,Star4,Jyoti Malshe
Andhadhun,1373943.0,Star4,Anil Dhawan
Drishyam,,Star4,Ansiba
Jagten,687185.0,Star4,Lasse Fogelstrøm
Jodaeiye Nader az Simin,7098492.0,Star4,Shahab Hosseini
Incendies,6857096.0,Star4,Mustafa Kamel
Miracle in cell NO.7,,Star4,Celile Toyon Uysal
Babam ve Oglum,,Star4,Ege Tanman
Inglourious Basterds,120540719.0,Star4,Mélanie Laurent
Eternal Sunshine of the Spotless Mind,34400301.0,Star4,Gerry Robert Byrne
Amélie,33225499.0,Star4,Lorella Cravotta
Snatch,30328156.0,Star4,Dennis Farina
Requiem for a Dream,3635482.0,Star4,Marlon Wayans
American Beauty,130096601.0,Star4,Wes Bentley
Good Will Hunting,138433435.0,Star4,Stellan Skarsgård
Bacheha-Ye aseman,933933.0,Star4,Nafise Jafar-Mohammadi
Toy Story,191796233.0,Star4,Jim Varney
Braveheart,75600000.0,Star4,Angus Macfadyen
Reservoir Dogs,2832029.0,Star4,Chris Penn
Full Metal Jacket,46357676.0,Star4,Adam Baldwin
Idi i smotri,,Star4,Vladas Bagdonas
Aliens,85160248.0,Star4,Paul Reiser
Amadeus,51973029.0,Star4,Roy Dotrice
Scarface,45598982.0,Star4,Mary Elizabeth Mastrantonio
Star Wars: Episode VI - Return of the Jedi,309125409.0,Star4,Billy Dee Williams
Das Boot,11487676.0,Star4,Hubertus Bengsch
Taxi Driver,28262574.0,Star4,Albert Brooks
The Sting,159600000.0,Star4,Charles Durning
A Clockwork Orange,6207725.0,Star4,Warren Clarke
2001: A Space Odyssey,56954992.0,Star4,Daniel Richter
Per qualche dollaro in più,15000000.0,Star4,Mara Krupp
Lawrence of Arabia,44824144.0,Star4,Jack Hawkins
The Apartment,18600000.0,Star4,Ray Walston
North by Northwest,13275000.0,Star4,Jessie Royce Landis
Vertigo,3200000.0,Star4,Tom Helmore
Singin' in the Rain,8819028.0,Star4,Debbie Reynolds
Ikiru,55240.0,Star4,Haruo Tanaka
Ladri di biciclette,332930.0,Star4,Elena Altieri
Double Indemnity,5720000.0,Star4,Byron Barr
Citizen Kane,1585634.0,Star4,Agnes Moorehead
M - Eine Stadt sucht einen Mörder,28877.0,Star4,Otto Wernicke
Metropolis,1236166.0,Star4,Rudolf Klein-Rogge
The Kid,5450000.0,Star4,Carl Miller
Chhichhore,898575.0,Star4,Prateik
Uri: The Surgical Strike,4186168.0,Star4,Yami Gautam
K.G.F: Chapter 1,,Star4,Archana Jois
Green Book,85080171.0,Star4,Sebastian Maniscalco
"Three Billboards Outside Ebbing, Missouri",54513740.0,Star4,Caleb Landry Jones
Talvar,342370.0,Star4,Sohum Shah
Baahubali 2: The Conclusion,20186659.0,Star4,Tamannaah Bhatia
Klaus,,Star4,Rashida Jones
Drishyam,739478.0,Star4,Rajat Kapoor
Queen,1429534.0,Star4,Jeffrey Ho
Mandariinid,144501.0,Star4,Misha Meskhi
Bhaag Milkha Bhaag,1626289.0,Star4,Art Malik
Gangs of Wasseypur,,Star4,Tigmanshu Dhulia
Udaan,7461.0,Star4,Ram Kapoor
Paan Singh Tomar,39567.0,Star4,Hemendra Dandotiya
El secreto de sus ojos,6391436.0,Star4,Carla Quevedo
Warrior,13657115.0,Star4,Jennifer Morrison
Shutter Island,128012934.0,Star4,Ben Kingsley
Up,293004164.0,Star4,John Ratzenberger
The Wolf of Wall Street,116900694.0,Star4,Matthew McConaughey
Chak De! India,1113541.0,Star4,Shilpa Shukla
There Will Be Blood,40222514.0,Star4,Martin Stringer
Pan's Labyrinth,37634615.0,Star4,Maribel Verdú
Toy Story 3,415004880.0,Star4,Ned Beatty
V for Vendetta,70511035.0,Star4,Stephen Rea
Rang De Basanti,2197331.0,Star4,Sharman Joshi
Black,733094.0,Star4,Ayesha Kapoor
Batman Begins,206852432.0,Star4,Liam Neeson
"Swades: We, the People",1223240.0,Star4,Smit Sheth
Der Untergang,5509040.0,Star4,Juliane Köhler
Hauru no ugoku shiro,4711096.0,Star4,Akihiro Miwa
A Beautiful Mind,170742341.0,Star4,Christopher Plummer
Hera Pheri,,Star4,Tabu
"Lock, Stock and Two Smoking Barrels",3897569.0,Star4,Jason Statham
L.A. Confidential,64616940.0,Star4,Kim Basinger
Eskiya,,Star4,Yesim Salkim
Heat,67436818.0,Star4,Jon Voight
Casino,42438300.0,Star4,James Woods
Andaz Apna Apna,,Star4,Karisma Kapoor
Unforgiven,101157447.0,Star4,Richard Harris
Ind Jones Last Crusade,197171806.0,Star4,Denholm Elliott
Dom za vesanje,280015.0,Star4,Husnija Hasimovic
Tonari no Totoro,1105564.0,Star4,Shigesato Itoi
Die Hard,83008852.0,Star4,Reginald VelJohnson
Ran,4135750.0,Star4,Daisuke Ryû
Raging Bull,23383987.0,Star4,Frank Vincent
Stalker,234723.0,Star4,Nikolay Grinko
Höstsonaten,,Star4,Halvar Björk
The Message,,Star4,Johnny Sekka
Sholay,,Star4,Amjad Khan
Monty Python and the Holy Grail,1229197.0,Star4,Eric Idle
The Great Escape,12100000.0,Star4,Charles Bronson
To Kill a Mockingbird,,Star4,Rosemary Murphy
Yôjinbô,,Star4,Yôko Tsukasa
Judgment at Nuremberg,,Star4,Marlene Dietrich
Some Like It Hot,25000000.0,Star4,George Raft
Smultronstället,,Star4,Gunnar Björnstrand
Det sjunde inseglet,,Star4,Nils Poppe
Du rififi chez les hommes,57226.0,Star4,Janine Darcey
Dial M for Murder,12562.0,Star4,John Williams
Tôkyô monogatari,,Star4,Setsuko Hara
Rashômon,96568.0,Star4,Takashi Shimura
All About Eve,10177.0,Star4,Celeste Holm
The Treasure of the Sierra Madre,5014000.0,Star4,Bruce Bennett
To Be or Not to Be,,Star4,Felix Bressart
The Gold Rush,5450000.0,Star4,Henry Bergman
Sherlock Jr.,977375.0,Star4,Erwin Connelly
Portrait de la jeune fille en feu,3759854.0,Star4,Valeria Golino
Pink,1241223.0,Star4,Andrea Tariang
Koe no katachi,,Star4,Kenshô Ono
Contratiempo,,Star4,Bárbara Lennie
Ah-ga-ssi,2006788.0,Star4,Moon So-Ri
Mommy,3492754.0,Star4,Patrick Huard
Haider,901610.0,Star4,Kay Kay Menon
Logan,226277068.0,Star4,Boyd Holbrook
Room,14677674.0,Star4,Wendy Crewson
Relatos salvajes,3107072.0,Star4,Diego Starosta
Soul,,Star4,Graham Norton
Kis Uykusu,165520.0,Star4,Ayberk Pekcan
PK,10616104.0,Star4,Boman Irani
OMG: Oh My God!,923221.0,Star4,Mahesh Manjrekar
The Grand Budapest Hotel,59100318.0,Star4,Adrien Brody
Gone Girl,167767189.0,Star4,Tyler Perry
Ôkami kodomo no Ame to Yuki,,Star4,Yukito Nishii
Hacksaw Ridge,67209615.0,Star4,Teresa Palmer
Inside Out,356461711.0,Star4,Lewis Black
Barfi!,2804874.0,Star4,Saurabh Shukla
12 Years a Slave,56671993.0,Star4,Brad Pitt
Rush,26947624.0,Star4,Alexandra Maria Lara
Ford v Ferrari,117624028.0,Star4,Caitriona Balfe
Spotlight,45055776.0,Star4,Liev Schreiber
Song of the Sea,857524.0,Star4,Fionnula Flanagan
Kahaani,1035953.0,Star4,Nawazuddin Siddiqui
Zindagi Na Milegi Dobara,3108485.0,Star4,Katrina Kaif
Prisoners,61002302.0,Star4,Melissa Leo
Mad Max: Fury Road,154058340.0,Star4,Zoë Kravitz
A Wednesday,,Star4,Aamir Bashir
Gran Torino,148095302.0,Star4,Ahney Her
Harry Potter and the Deathly Hallows: Part 2,381011219.0,Star4,Michael Gambon
Okuribito,1498210.0,Star4,Kazuko Yoshiyuki
Hachi: A Dog's Tale,,Star4,Sarah Roemer
Mary and Max,,Star4,Barry Humphries
How to Train Your Dragon,217581231.0,Star4,Christopher Mintz-Plasse
Into the Wild,18354356.0,Star4,Marcia Gay Harden
No Country for Old Men,74283625.0,Star4,Josh Brolin
Lage Raho Munna Bhai,2217561.0,Star4,Boman Irani
Million Dollar Baby,100492203.0,Star4,Jay Baruchel
Hotel Rwanda,23530892.0,Star4,Xolani Mali
Taegukgi hwinalrimyeo,1111061.0,Star4,Hyeong-jin Kong
Before Sunset,5820649.0,Star4,Louise Lemoine Torrès
Munna Bhai M.B.B.S.,,Star4,Sunil Dutt
Salinui chueok,14131.0,Star4,Jae-ho Song
Dil Chahta Hai,300000.0,Star4,Preity Zinta
Kill Bill: Vol. 1,70099045.0,Star4,Michael Madsen
Finding Nemo,380843261.0,Star4,Alexander Gould
Catch Me If You Can,164615351.0,Star4,Martin Sheen
Amores perros,5383834.0,Star4,Álvaro Guerrero
"Monsters, Inc.",289916256.0,Star4,John Goodman
"Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni",,Star4,Yûko Miyamura
Lagaan: Once Upon a Time in India,70147.0,Star4,Rachel Shelley
The Sixth Sense,293506292.0,Star4,Olivia Williams
La leggenda del pianista sull'oceano,259127.0,Star4,Bill Nunn
The Truman Show,125618201.0,Star4,Noah Emmerich
"Crna macka, beli macor",348660.0,Star4,Florijan Ajdini
The Big Lebowski,17498804.0,Star4,Julianne Moore
Fa yeung nin wah,2734044.0,Star4,Tung Cho 'Joe' Cheung
Trainspotting,16501785.0,Star4,Kevin McKidd
Fargo,24611975.0,Star4,Steve Buscemi
Underground,171082.0,Star4,Slavko Stimac
La haine,309811.0,Star4,Abdel Ahmed Ghili
Dilwale Dulhania Le Jayenge,,Star4,Farida Jalal
Before Sunrise,5535405.0,Star4,Hanno Pöschl
Trois couleurs: Rouge,4043686.0,Star4,Jean-Pierre Lorit
Chung Hing sam lam,600200.0,Star4,Faye Wong
Jurassic Park,402453882.0,Star4,Richard Attenborough
In the Name of the Father,25010410.0,Star4,Philip King
Ba wang bie ji,5216888.0,Star4,You Ge
Dà hóng denglong gaogao guà,2603061.0,Star4,Cuifen Cao
Dead Poets Society,95860116.0,Star4,Josh Charles
Stand by Me,52287414.0,Star4,Jerry O'Connell
Platoon,138530565.0,Star4,Keith David
"Paris, Texas",2181987.0,Star4,Aurore Clément
Kaze no tani no Naushika,495770.0,Star4,Gorô Naya
The Thing,13782838.0,Star4,Richard Masur
Pink Floyd: The Wall,22244207.0,Star4,Eleanor David
Fitzcarraldo,,Star4,Miguel Ángel Fuentes
Fanny och Alexander,4971340.0,Star4,Börje Ahlstedt
Blade Runner,32868943.0,Star4,Edward James Olmos
The Elephant Man,,Star4,John Gielgud
Life of Brian,20045115.0,Star4,Terry Gilliam
The Deer Hunter,48979328.0,Star4,John Savage
Rocky,117235247.0,Star4,Carl Weathers
Network,,Star4,Robert Duvall
Barry Lyndon,,Star4,Hardy Krüger
Zerkalo,177345.0,Star4,Oleg Yankovskiy
Chinatown,29000000.0,Star4,Perry Lopez
Paper Moon,30933743.0,Star4,John Hillerman
Viskningar och rop,1742348.0,Star4,Ingrid Thulin
Solaris,,Star4,Vladislav Dvorzhetskiy
Le samouraï,39481.0,Star4,Cathy Rosier
Cool Hand Luke,16217773.0,Star4,J.D. Cannon
Persona,,Star4,Gunnar Björnstrand
Andrei Rublev,102021.0,Star4,Nikolay Sergeev
La battaglia di Algeri,55908.0,Star4,Samia Kerbash
El ángel exterminador,,Star4,José Baviera
What Ever Happened to Baby Jane?,4050000.0,Star4,Wesley Addy
Sanjuro,,Star4,Yûnosuke Itô
The Man Who Shot Liberty Valance,,Star4,Lee Marvin
Ivanovo detstvo,,Star4,Evgeniy Zharikov
Jungfrukällan,1526000.0,Star4,Birgitta Pettersson
Inherit the Wind,,Star4,Dick York
Les quatre cents coups,,Star4,Guy Decomble
Ben-Hur,74700000.0,Star4,Haya Harareet
Kakushi-toride no san-akunin,,Star4,Kamatari Fujiwara
Le notti di Cabiria,752045.0,Star4,Dorian Gray
Kumonosu-jô,,Star4,Takashi Shimura
The Bridge on the River Kwai,44908000.0,Star4,Sessue Hayakawa
On the Waterfront,9600000.0,Star4,Rod Steiger
Le salaire de la peur,,Star4,Folco Lulli
Ace in the Hole,3969893.0,Star4,Porter Hall
White Heat,,Star4,Margaret Wycherly
The Third Man,449191.0,Star4,Trevor Howard
The Red Shoes,10900000.0,Star4,Moira Shearer
The Shop Around the Corner,203300.0,Star4,Joseph Schildkraut
Rebecca,4360000.0,Star4,Judith Anderson
Mr. Smith Goes to Washington,9600000.0,Star4,Edward Arnold
Gone with the Wind,198676459.0,Star4,Vivien Leigh
La Grande Illusion,172885.0,Star4,Erich von Stroheim
It Happened One Night,4360000.0,Star4,Roscoe Karns
La passion de Jeanne d'Arc,21877.0,Star4,Maurice Schutz
The Circus,,Star4,Harry Crocker
Sunrise: A Song of Two Humans,539540.0,Star4,Bodil Rosing
The General,1033895.0,Star4,Glen Cavender
Das Cabinet des Dr. Caligari,,Star4,Lil Dagover
Badhaai ho,,Star4,Sanya Malhotra
Togo,,Star4,Richard Dormer
Airlift,,Star4,Prakash Belawadi
Bajrangi Bhaijaan,8178001.0,Star4,Kareena Kapoor
Baby,,Star4,Taapsee Pannu
La La Land,151101803.0,Star4,J.K. Simmons
Lion,51739495.0,Star4,Sunny Pawar
The Martian,228433663.0,Star4,Kate Mara
Zootopia,341268248.0,Star4,Jason Bateman
Bãhubali: The Beginning,6738000.0,Star4,Sathyaraj
Kaguyahime no monogatari,1506975.0,Star4,James Marsden
Wonder,132422809.0,Star4,Julia Roberts
Gully Boy,5566534.0,Star4,Vijay Raaz
Special Chabbis,1079369.0,Star4,Jimmy Sheirgill
Short Term 12,1010414.0,Star4,Kaitlyn Dever
Serbuan maut 2: Berandal,2625803.0,Star4,Oka Antara
The Imitation Game,91125683.0,Star4,Allen Leech
Guardians of the Galaxy,333176600.0,Star4,Zoe Saldana
Blade Runner 2049,92054159.0,Star4,Dave Bautista
Her,25568251.0,Star4,Rooney Mara
Bohemian Rhapsody,216428042.0,Star4,Ben Hardy
The Revenant,183637894.0,Star4,Domhnall Gleeson
The Perks of Being a Wallflower,17738570.0,Star4,Paul Rudd
Tropa de Elite 2: O Inimigo Agora é Outro,100119.0,Star4,Milhem Cortaz
The King's Speech,138797449.0,Star4,Derek Jacobi
The Help,169708112.0,Star4,Bryce Dallas Howard
Deadpool,363070709.0,Star4,Ed Skrein
Darbareye Elly,106662.0,Star4,Merila Zare'i
Dev.D,10950.0,Star4,Dibyendu Bhattacharya
Yip Man,,Star4,Ka Tung Lam
My Name Is Khan,4018695.0,Star4,Katie A. Keane
Nefes: Vatan Sagolsun,,Star4,Baris Bagci
Slumdog Millionaire,141319928.0,Star4,Saurabh Shukla
Black Swan,106954678.0,Star4,Winona Ryder
Tropa de Elite,8060.0,Star4,Milhem Cortaz
The Avengers,623279547.0,Star4,Jeremy Renner
Persepolis,4445756.0,Star4,Gena Rowlands
Dallas Buyers Club,27298285.0,Star4,Steve Zahn
The Pursuit of Happyness,163566459.0,Star4,Brian Howe
Blood Diamond,57366262.0,Star4,Kagiso Kuypers
The Bourne Ultimatum,227471070.0,Star4,Julia Stiles
Bin-jip,238507.0,Star4,Jin-mo Joo
Sin City,74103820.0,Star4,Clive Owen
Le scaphandre et le papillon,5990075.0,Star4,Marie-Josée Croze
G.O.R.A.,,Star4,Safak Sezer
Ratatouille,206445654.0,Star4,Patton Oswalt
Casino Royale,167445960.0,Star4,Jeffrey Wright
Kill Bill: Vol. 2,66208183.0,Star4,Daryl Hannah
Vozvrashchenie,502028.0,Star4,Nataliya Vdovina
Bom Yeoareum Gaeul Gyeoul Geurigo Bom,2380788.0,Star4,Kim Young-Min
Mar adentro,2086345.0,Star4,Mabel Rivera
Cinderella Man,61649911.0,Star4,Paul Giamatti
Kal Ho Naa Ho,1787378.0,Star4,Jaya Bachchan
Mou gaan dou,169659.0,Star4,Anthony Chau-Sang Wong
Pirates of the Caribbean: The Curse of the Black Pearl,305413918.0,Star4,Keira Knightley
Big Fish,66257002.0,Star4,Jessica Lange
The Incredibles,261441092.0,Star4,Jason Lee
Yeopgijeogin geunyeo,,Star4,Song Wok-suk
Dogville,1530386.0,Star4,Harriet Andersson
Vizontele,,Star4,Altan Erkekli
Donnie Darko,1480006.0,Star4,Holmes Osborne
Magnolia,22455976.0,Star4,Philip Seymour Hoffman
Dancer in the Dark,4184036.0,Star4,Peter Stormare
The Straight Story,6203044.0,Star4,Joseph A. Carpenter
Pâfekuto burû,776665.0,Star4,Masaaki Ôkura
Festen,1647780.0,Star4,Paprika Steen
Central do Brasil,5595428.0,Star4,Soia Lira
The Iron Giant,23159305.0,Star4,Vin Diesel
Knockin' on Heaven's Door,3296.0,Star4,Moritz Bleibtreu
Sling Blade,24475416.0,Star4,John Ritter
Secrets & Lies,13417292.0,Star4,Claire Rushbrook
Twelve Monkeys,57141459.0,Star4,Joseph Melito
Kôkaku Kidôtai,515905.0,Star4,Kôichi Yamadera
The Nightmare Before Christmas,75082668.0,Star4,William Hickey
Groundhog Day,70906973.0,Star4,Stephen Tobolowsky
Bound by Honor,4496583.0,Star4,Enrique Castillo
Scent of a Woman,63895607.0,Star4,Gabrielle Anwar
Aladdin,217350219.0,Star4,Linda Larkin
JFK,70405498.0,Star4,Walter Matthau
Beauty and the Beast,218967620.0,Star4,Jesse Corti
Dances with Wolves,184208848.0,Star4,Rodney A. Grant
Do the Right Thing,27545445.0,Star4,Richard Edson
Rain Man,178800000.0,Star4,Gerald R. Molen
Akira,553171.0,Star4,Tesshô Genda
The Princess Bride,30857814.0,Star4,Chris Sarandon
Der Himmel über Berlin,3333969.0,Star4,Curt Bois
Au revoir les enfants,4542825.0,Star4,Stanislas Carré de Malberg
Tenkû no shiro Rapyuta,,Star4,Minori Terada
The Terminator,38400000.0,Star4,Paul Winfield
Gandhi,52767889.0,Star4,Roshan Seth
Kagemusha,,Star4,Jinpachi Nezu
Being There,30177511.0,Star4,Jack Warden
Annie Hall,39200000.0,Star4,Carol Kane
Jaws,260000000.0,Star4,Lorraine Gary
Dog Day Afternoon,50000000.0,Star4,Sully Boyar
Young Frankenstein,86300000.0,Star4,Peter Boyle
Papillon,53267000.0,Star4,Don Gordon
The Exorcist,232906145.0,Star4,Lee J. Cobb
Sleuth,4081254.0,Star4,John Matthews
The Last Picture Show,29133000.0,Star4,Ben Johnson
Fiddler on the Roof,80500000.0,Star4,Molly Picon
Il conformista,541940.0,Star4,Enzo Tarascio
Butch Cassidy and the Sundance Kid,102308889.0,Star4,Strother Martin
Rosemary's Baby,,Star4,Sidney Blackmer
Planet of the Apes,33395426.0,Star4,Maurice Evans
The Graduate,104945305.0,Star4,William Daniels
Who's Afraid of Virginia Woolf?,,Star4,Sandy Dennis
The Sound of Music,163214286.0,Star4,Richard Haydn
Doctor Zhivago,111722000.0,Star4,Rod Steiger
Per un pugno di dollari,14500000.0,Star4,Wolfgang Lukschy
8½,50690.0,Star4,Sandra Milo
Vivre sa vie: Film en douze tableaux,,Star4,Guylaine Schlumberger
The Hustler,8284000.0,Star4,George C. Scott
La dolce vita,19516000.0,Star4,Yvonne Furneaux
Rio Bravo,12535000.0,Star4,Angie Dickinson
Anatomy of a Murder,11900000.0,Star4,Arthur O'Connell
Touch of Evil,2237659.0,Star4,Joseph Calleia
Cat on a Hot Tin Roof,17570324.0,Star4,Jack Carson
Sweet Smell of Success,,Star4,Martin Milner
The Killing,,Star4,Jay C. Flippen
The Night of the Hunter,654000.0,Star4,James Gleason
La Strada,,Star4,Aldo Silvani
Les diaboliques,,Star4,Charles Vanel
Stalag 17,,Star4,Robert Strauss
Roman Holiday,,Star4,Hartley Power
A Streetcar Named Desire,8000000.0,Star4,Karl Malden
In a Lonely Place,,Star4,Carl Benton Reid
Kind Hearts and Coronets,,Star4,Joan Greenwood
Rope,,Star4,Dick Hogan
Out of the Past,,Star4,Rhonda Fleming
Brief Encounter,,Star4,Joyce Carey
Laura,4360000.0,Star4,Vincent Price
The Best Years of Our Lives,23650000.0,Star4,Teresa Wright
Arsenic and Old Lace,,Star4,Jack Carson
The Maltese Falcon,2108060.0,Star4,Peter Lorre
The Grapes of Wrath,55000.0,Star4,Charley Grapewin
The Wizard of Oz,2076020.0,Star4,Richard Thorpe
La règle du jeu,,Star4,Mila Parély
The Thin Man,,Star4,Nat Pendleton
All Quiet on the Western Front,3270000.0,Star4,Arnold Lucy
Bronenosets Potemkin,50970.0,Star4,Ivan Bobrov
Knives Out,165359751.0,Star4,Jamie Lee Curtis
Dil Bechara,,Star4,Saswata Chatterjee
Manbiki kazoku,3313513.0,Star4,Mayu Matsuoka
Marriage Story,2000000.0,Star4,Azhy Robertson
Call Me by Your Name,18095701.0,Star4,Amira Casar
"I, Daniel Blake",258168.0,Star4,Sharon Percy
Isle of Dogs,32015231.0,Star4,Bob Balaban
Hunt for the Wilderpeople,5202582.0,Star4,Rachel House
Captain Fantastic,5875006.0,Star4,Annalise Basso
Sing Street,3237118.0,Star4,Jack Reynor
Thor: Ragnarok,315058289.0,Star4,Mark Ruffalo
Nightcrawler,32381218.0,Star4,Riz Ahmed
Jojo Rabbit,349555.0,Star4,Taika Waititi
Arrival,100546139.0,Star4,Michael Stuhlbarg
Star Wars: Episode VII - The Force Awakens,936662225.0,Star4,Domhnall Gleeson
Before Midnight,8114627.0,Star4,Ariane Labed
X-Men: Days of Future Past,233921534.0,Star4,James McAvoy
Bir Zamanlar Anadolu'da,138730.0,Star4,Ahmet Mümtaz Taylan
The Artist,44671682.0,Star4,James Cromwell
Edge of Tomorrow,100206256.0,Star4,Brendan Gleeson
Amour,6739492.0,Star4,Alexandre Tharaud
The Irishman,7000000.0,Star4,Harvey Keitel
Un prophète,2084637.0,Star4,Reda Kateb
Moon,5009677.0,Star4,Rosie Shaw
Låt den rätte komma in,2122065.0,Star4,Henrik Dahl
District 9,115646235.0,Star4,Nathalie Boltt
The Wrestler,26236603.0,Star4,Mark Margolis
Jab We Met,410800.0,Star4,Dara Singh
Boyhood,25379975.0,Star4,Elijah Smith
"4 luni, 3 saptamâni si 2 zile",1185783.0,Star4,Alexandru Potocean
Star Trek,257730019.0,Star4,Leonard Nimoy
In Bruges,7757130.0,Star4,Elizabeth Berrington
The Man from Earth,,Star4,Ellen Crawford
Letters from Iwo Jima,13756082.0,Star4,Ryô Kase
The Fall,2280348.0,Star4,Kim Uylenbroek
Life of Pi,124987023.0,Star4,Tabu
Fantastic Mr. Fox,21002919.0,Star4,Jason Schwartzman
C.R.A.Z.Y.,,Star4,Émile Vallée
Les choristes,3635164.0,Star4,Kad Merad
Iron Man,318412101.0,Star4,Jeff Bridges
Shaun of the Dead,13542874.0,Star4,Lucy Davis
Gegen die Wand,,Star4,Zarah Jane McKenzie
Mystic River,90135191.0,Star4,Emmy Rossum
Harry Potter and the Prisoner of Azkaban,249358727.0,Star4,Richard Griffiths
Ying xiong,53710019.0,Star4,Ziyi Zhang
Hable con ella,9284265.0,Star4,Leonor Watling
No Man's Land,1059830.0,Star4,Georges Siatidis
Cowboy Bebop: Tengoku no tobira,1000045.0,Star4,Beau Billingslea
The Bourne Identity,121661683.0,Star4,Clive Owen
Nueve reinas,1221261.0,Star4,María Mercedes Villagra
Children of Men,35552383.0,Star4,Michael Caine
Almost Famous,32534850.0,Star4,Frances McDormand
Mulholland Dr.,7220243.0,Star4,Jeanne Bates
Toy Story 2,245852179.0,Star4,Tim Allen
Boogie Nights,26400640.0,Star4,Luis Guzmán
Mimi wo sumaseba,,Star4,Shigeru Muroi
Once Were Warriors,2201126.0,Star4,Julian Arahanga
True Romance,12281500.0,Star4,Val Kilmer
Trois couleurs: Bleu,1324974.0,Star4,Benoît Régent
Jûbê ninpûchô,,Star4,Osamu Saka
Carlito's Way,36948322.0,Star4,John Leguizamo
Edward Scissorhands,56362352.0,Star4,Anthony Michael Hall
